"","year","code","category","Species","Class","Region","count","code_mod","risk"
"7519","1996","EN","Endangered","Dermochelys coriacea","REPTILIA","global",8,"EN",3
"7520","1994","E","Endangered","Dermochelys coriacea","REPTILIA","global",8,"EN",3
"7521","1990","E","Endangered","Dermochelys coriacea","REPTILIA","global",8,"EN",3
"7522","1988","E","Endangered","Dermochelys coriacea","REPTILIA","global",8,"EN",3
"7523","1986","E","Endangered","Dermochelys coriacea","REPTILIA","global",8,"EN",3
"7524","1982","E","Endangered","Dermochelys coriacea","REPTILIA","global",8,"EN",3
"7525","1996","LR/nt","Lower Risk/near threatened","Dermogenys megarramphus","ACTINOPTERYGII","global",3,"LC",0
"7526","1994","V","Vulnerable","Dermogenys megarramphus","ACTINOPTERYGII","global",3,"VU",2
"7527","1990","V","Vulnerable","Dermogenys megarramphus","ACTINOPTERYGII","global",3,"VU",2
"7528","1996","VU","Vulnerable","Dermogenys weberi","ACTINOPTERYGII","global",3,"VU",2
"7529","1994","V","Vulnerable","Dermogenys weberi","ACTINOPTERYGII","global",3,"VU",2
"7530","1990","V","Vulnerable","Dermogenys weberi","ACTINOPTERYGII","global",3,"VU",2
"7531","2017","NT","Near Threatened","Deroceras tarracense","GASTROPODA","global",2,"NT",1
"7532","1996","VU","Vulnerable","Deroceras tarracense","GASTROPODA","global",2,"VU",2
"7533","1996","EN","Endangered","Deronectes aljibensis","INSECTA","global",2,"EN",3
"7534","1994","E","Endangered","Deronectes aljibensis","INSECTA","global",2,"EN",3
"7535","1996","VU","Vulnerable","Deronectes depressicollis","INSECTA","global",2,"VU",2
"7536","1994","I","Indeterminate","Deronectes depressicollis","INSECTA","global",2,"NA",0
"7537","1996","VU","Vulnerable","Deronectes ferrugineus","INSECTA","global",2,"VU",2
"7538","1994","I","Indeterminate","Deronectes ferrugineus","INSECTA","global",2,"NA",0
"7539","2007","VU","Vulnerable","Desmana moschata","MAMMALIA","europe",8,"VU",2
"7540","2016","EN","Endangered","Desmana moschata","MAMMALIA","global",8,"EN",3
"7541","2008","VU","Vulnerable","Desmana moschata","MAMMALIA","global",8,"VU",2
"7542","1996","VU","Vulnerable","Desmana moschata","MAMMALIA","global",8,"VU",2
"7543","1994","V","Vulnerable","Desmana moschata","MAMMALIA","global",8,"VU",2
"7544","1990","V","Vulnerable","Desmana moschata","MAMMALIA","global",8,"VU",2
"7545","1988","V","Vulnerable","Desmana moschata","MAMMALIA","global",8,"VU",2
"7546","1986","V","Vulnerable","Desmana moschata","MAMMALIA","global",8,"VU",2
"7547","2016","LC","Least Concern","Desmodilliscus braueri","MAMMALIA","global",4,"LC",0
"7548","2008","LC","Least Concern","Desmodilliscus braueri","MAMMALIA","global",4,"LC",0
"7549","2004","LC","Least Concern","Desmodilliscus braueri","MAMMALIA","global",4,"LC",0
"7550","1996","LR/lc","Lower Risk/least concern","Desmodilliscus braueri","MAMMALIA","global",4,"LC",0
"7551","2016","LC","Least Concern","Desmodillus auricularis","MAMMALIA","global",4,"LC",0
"7552","2008","LC","Least Concern","Desmodillus auricularis","MAMMALIA","global",4,"LC",0
"7553","2004","LC","Least Concern","Desmodillus auricularis","MAMMALIA","global",4,"LC",0
"7554","1996","LR/lc","Lower Risk/least concern","Desmodillus auricularis","MAMMALIA","global",4,"LC",0
"7555","2015","LC","Least Concern","Desmodus rotundus","MAMMALIA","global",3,"LC",0
"7556","2008","LC","Least Concern","Desmodus rotundus","MAMMALIA","global",3,"LC",0
"7557","1996","LR/lc","Lower Risk/least concern","Desmodus rotundus","MAMMALIA","global",3,"LC",0
"7558","2016","LC","Least Concern","Desmomys harringtoni","MAMMALIA","global",4,"LC",0
"7559","2008","LC","Least Concern","Desmomys harringtoni","MAMMALIA","global",4,"LC",0
"7560","2004","LC","Least Concern","Desmomys harringtoni","MAMMALIA","global",4,"LC",0
"7561","1996","LR/lc","Lower Risk/least concern","Desmomys harringtoni","MAMMALIA","global",4,"LC",0
"7562","1996","CR","Critically Endangered","Dexteria floridana","BRANCHIOPODA","global",1,"CR",4
"7563","2015","LC","Least Concern","Diaemus youngi","MAMMALIA","global",3,"LC",0
"7564","2008","LC","Least Concern","Diaemus youngi","MAMMALIA","global",3,"LC",0
"7565","1996","LR/lc","Lower Risk/least concern","Diaemus youngi","MAMMALIA","global",3,"LC",0
"7566","1996","DD","Data Deficient","Diaptomus rostripes","MAXILLOPODA","global",1,"NA",0
"7567","1996","EX","Extinct","Diastole matafaoi","GASTROPODA","global",5,"EX",5
"7568","1994","I","Indeterminate","Diastole matafaoi","GASTROPODA","global",5,"NA",0
"7569","1990","I","Indeterminate","Diastole matafaoi","GASTROPODA","global",5,"NA",0
"7570","1988","I","Indeterminate","Diastole matafaoi","GASTROPODA","global",5,"NA",0
"7571","1986","I","Indeterminate","Diastole matafaoi","GASTROPODA","global",5,"NA",0
"7572","1996","VU","Vulnerable","Diastole tenuistriata","GASTROPODA","global",1,"VU",2
"7573","2008","CR","Critically Endangered","Dicerorhinus sumatrensis","MAMMALIA","global",7,"CR",4
"7574","1996","CR","Critically Endangered","Dicerorhinus sumatrensis","MAMMALIA","global",7,"CR",4
"7575","1994","E","Endangered","Dicerorhinus sumatrensis","MAMMALIA","global",7,"EN",3
"7576","1990","E","Endangered","Dicerorhinus sumatrensis","MAMMALIA","global",7,"EN",3
"7577","1988","E","Endangered","Dicerorhinus sumatrensis","MAMMALIA","global",7,"EN",3
"7578","1986","E","Endangered","Dicerorhinus sumatrensis","MAMMALIA","global",7,"EN",3
"7579","1965",NA,"""Very rare and believed to be decreasing in numbers""","Dicerorhinus sumatrensis","MAMMALIA","global",7,"NA",0
"7580","2012","CR","Critically Endangered","Diceros bicornis","MAMMALIA","global",11,"CR",4
"7581","2011","CR","Critically Endangered","Diceros bicornis","MAMMALIA","global",11,"CR",4
"7582","2008","CR","Critically Endangered","Diceros bicornis","MAMMALIA","global",11,"CR",4
"7583","2003","CR","Critically Endangered","Diceros bicornis","MAMMALIA","global",11,"CR",4
"7584","2002","CR","Critically Endangered","Diceros bicornis","MAMMALIA","global",11,"CR",4
"7585","1996","CR","Critically Endangered","Diceros bicornis","MAMMALIA","global",11,"CR",4
"7586","1994","E","Endangered","Diceros bicornis","MAMMALIA","global",11,"EN",3
"7587","1990","E","Endangered","Diceros bicornis","MAMMALIA","global",11,"EN",3
"7588","1988","E","Endangered","Diceros bicornis","MAMMALIA","global",11,"EN",3
"7589","1986","E","Endangered","Diceros bicornis","MAMMALIA","global",11,"EN",3
"7590","1965",NA,"""Less rare but believed to be threatened-requires watching""","Diceros bicornis","MAMMALIA","global",11,"NA",0
"7591","2016","LC","Least Concern","Diclidurus albus","MAMMALIA","global",3,"LC",0
"7592","2008","LC","Least Concern","Diclidurus albus","MAMMALIA","global",3,"LC",0
"7593","1996","LR/lc","Lower Risk/least concern","Diclidurus albus","MAMMALIA","global",3,"LC",0
"7594","2016","DD","Data Deficient","Diclidurus ingens","MAMMALIA","global",3,"NA",0
"7595","2008","DD","Data Deficient","Diclidurus ingens","MAMMALIA","global",3,"NA",0
"7596","1996","VU","Vulnerable","Diclidurus ingens","MAMMALIA","global",3,"VU",2
"7597","2016","LC","Least Concern","Diclidurus isabella","MAMMALIA","global",3,"LC",0
"7598","2008","LC","Least Concern","Diclidurus isabella","MAMMALIA","global",3,"LC",0
"7599","1996","LR/nt","Lower Risk/near threatened","Diclidurus isabella","MAMMALIA","global",3,"LC",0
"7600","2016","LC","Least Concern","Diclidurus scutatus","MAMMALIA","global",3,"LC",0
"7601","2008","LC","Least Concern","Diclidurus scutatus","MAMMALIA","global",3,"LC",0
"7602","1996","LR/lc","Lower Risk/least concern","Diclidurus scutatus","MAMMALIA","global",3,"LC",0
"7603","2016","LC","Least Concern","Dicrostonyx nunatakensis","MAMMALIA","global",3,"LC",0
"7604","2008","LC","Least Concern","Dicrostonyx nunatakensis","MAMMALIA","global",3,"LC",0
"7605","1996","DD","Data Deficient","Dicrostonyx nunatakensis","MAMMALIA","global",3,"NA",0
"7606","2007","LC","Least Concern","Dicrostonyx torquatus","MAMMALIA","europe",4,"LC",0
"7607","2016","LC","Least Concern","Dicrostonyx torquatus","MAMMALIA","global",4,"LC",0
"7608","2008","LC","Least Concern","Dicrostonyx torquatus","MAMMALIA","global",4,"LC",0
"7609","1996","LR/lc","Lower Risk/least concern","Dicrostonyx torquatus","MAMMALIA","global",4,"LC",0
"7610","2016","DD","Data Deficient","Dicrostonyx vinogradovi","MAMMALIA","global",3,"NA",0
"7611","2008","DD","Data Deficient","Dicrostonyx vinogradovi","MAMMALIA","global",3,"NA",0
"7612","1996","CR","Critically Endangered","Dicrostonyx vinogradovi","MAMMALIA","global",3,"CR",4
"7613","2018","VU","Vulnerable","Dinaromys bogdanovi","MAMMALIA","global",3,"VU",2
"7614","2008","VU","Vulnerable","Dinaromys bogdanovi","MAMMALIA","global",3,"VU",2
"7615","1996","LR/nt","Lower Risk/near threatened","Dinaromys bogdanovi","MAMMALIA","global",3,"LC",0
"7616","2017","LC","Least Concern","Dinomys branickii","MAMMALIA","global",5,"LC",0
"7617","2008","VU","Vulnerable","Dinomys branickii","MAMMALIA","global",5,"VU",2
"7618","1996","EN","Endangered","Dinomys branickii","MAMMALIA","global",5,"EN",3
"7619","1994","E","Endangered","Dinomys branickii","MAMMALIA","global",5,"EN",3
"7620","1990","E","Endangered","Dinomys branickii","MAMMALIA","global",5,"EN",3
"7621","2016","DD","Data Deficient","Diomys crumpi","MAMMALIA","global",3,"NA",0
"7622","2008","DD","Data Deficient","Diomys crumpi","MAMMALIA","global",3,"NA",0
"7623","1996","LR/nt","Lower Risk/near threatened","Diomys crumpi","MAMMALIA","global",3,"LC",0
"7624","2013","EN","Endangered","Dionda diaboli","ACTINOPTERYGII","global",6,"EN",3
"7625","1996","VU","Vulnerable","Dionda diaboli","ACTINOPTERYGII","global",6,"VU",2
"7626","1994","V","Vulnerable","Dionda diaboli","ACTINOPTERYGII","global",6,"VU",2
"7627","1990","V","Vulnerable","Dionda diaboli","ACTINOPTERYGII","global",6,"VU",2
"7628","1988","V","Vulnerable","Dionda diaboli","ACTINOPTERYGII","global",6,"VU",2
"7629","1986","V","Vulnerable","Dionda diaboli","ACTINOPTERYGII","global",6,"VU",2
"7630","1996","VU","Vulnerable","Tampichthys dichromus","ACTINOPTERYGII","global",5,"VU",2
"7631","1994","R","Rare","Tampichthys dichromus","ACTINOPTERYGII","global",5,"NT",1
"7632","1990","R","Rare","Tampichthys dichromus","ACTINOPTERYGII","global",5,"NT",1
"7633","1988","R","Rare","Tampichthys dichromus","ACTINOPTERYGII","global",5,"NT",1
"7634","1986","R","Rare","Tampichthys dichromus","ACTINOPTERYGII","global",5,"NT",1
"7635","1996","CR","Critically Endangered","Tampichthys mandibularis","ACTINOPTERYGII","global",5,"CR",4
"7636","1994","E","Endangered","Tampichthys mandibularis","ACTINOPTERYGII","global",5,"EN",3
"7637","1990","E","Endangered","Tampichthys mandibularis","ACTINOPTERYGII","global",5,"EN",3
"7638","1988","E","Endangered","Tampichthys mandibularis","ACTINOPTERYGII","global",5,"EN",3
"7639","1986","E","Endangered","Tampichthys mandibularis","ACTINOPTERYGII","global",5,"EN",3
"7640","2016","LC","Least Concern","Diphylla ecaudata","MAMMALIA","global",3,"LC",0
"7641","2008","LC","Least Concern","Diphylla ecaudata","MAMMALIA","global",3,"LC",0
"7642","1996","LR/nt","Lower Risk/near threatened","Diphylla ecaudata","MAMMALIA","global",3,"LC",0
"7643","1996","EN","Endangered","Diplodon dunkerianus","BIVALVIA","global",1,"EN",3
"7644","1996","VU","Vulnerable","Diplodon expansus","BIVALVIA","global",1,"VU",2
"7645","1996","EN","Endangered","Diplodon fontaineanus","BIVALVIA","global",1,"EN",3
"7646","1996","VU","Vulnerable","Diplodon pfeifferi","BIVALVIA","global",1,"VU",2
"7647","2015","VU","Vulnerable","Diplogale hosei","MAMMALIA","global",4,"VU",2
"7648","2008","VU","Vulnerable","Diplogale hosei","MAMMALIA","global",4,"VU",2
"7649","1996","VU","Vulnerable","Diplogale hosei","MAMMALIA","global",4,"VU",2
"7650","1994","I","Indeterminate","Diplogale hosei","MAMMALIA","global",4,"NA",0
"7651","2016","CR","Critically Endangered","Diploglossus montisserrati","REPTILIA","global",3,"CR",4
"7652","1996","CR","Critically Endangered","Diploglossus montisserrati","REPTILIA","global",3,"CR",4
"7653","1994","I","Indeterminate","Diploglossus montisserrati","REPTILIA","global",3,"NA",0
"7654","2012","CR","Critically Endangered","Diplommatina alata","GASTROPODA","global",3,"CR",4
"7655","1996","DD","Data Deficient","Diplommatina alata","GASTROPODA","global",3,"NA",0
"7656","1994","V","Vulnerable","Diplommatina alata","GASTROPODA","global",3,"VU",2
"7657","2012","CR","Critically Endangered","Diplommatina aurea","GASTROPODA","global",3,"CR",4
"7658","1996","DD","Data Deficient","Diplommatina aurea","GASTROPODA","global",3,"NA",0
"7659","1994","V","Vulnerable","Diplommatina aurea","GASTROPODA","global",3,"VU",2
"7660","2012","CR","Critically Endangered","Diplommatina gibboni","GASTROPODA","global",3,"CR",4
"7661","1996","DD","Data Deficient","Diplommatina gibboni","GASTROPODA","global",3,"NA",0
"7662","1994","V","Vulnerable","Diplommatina gibboni","GASTROPODA","global",3,"VU",2
"7663","2012","EN","Endangered","Diplommatina inflatula","GASTROPODA","global",3,"EN",3
"7664","1996","DD","Data Deficient","Diplommatina inflatula","GASTROPODA","global",3,"NA",0
"7665","1994","V","Vulnerable","Diplommatina inflatula","GASTROPODA","global",3,"VU",2
"7666","2012","NT","Near Threatened","Diplommatina lamellata","GASTROPODA","global",3,"NT",1
"7667","1996","DD","Data Deficient","Diplommatina lamellata","GASTROPODA","global",3,"NA",0
"7668","1994","V","Vulnerable","Diplommatina lamellata","GASTROPODA","global",3,"VU",2
"7669","2012","NT","Near Threatened","Diplommatina lutea","GASTROPODA","global",3,"NT",1
"7670","1996","DD","Data Deficient","Diplommatina lutea","GASTROPODA","global",3,"NA",0
"7671","1994","V","Vulnerable","Diplommatina lutea","GASTROPODA","global",3,"VU",2
"7672","2012","EN","Endangered","Diplommatina pyramis","GASTROPODA","global",3,"EN",3
"7673","1996","DD","Data Deficient","Diplommatina pyramis","GASTROPODA","global",3,"NA",0
"7674","1994","V","Vulnerable","Diplommatina pyramis","GASTROPODA","global",3,"VU",2
"7675","2012","CR","Critically Endangered","Diplommatina ringens","GASTROPODA","global",3,"CR",4
"7676","1996","DD","Data Deficient","Diplommatina ringens","GASTROPODA","global",3,"NA",0
"7677","1994","V","Vulnerable","Diplommatina ringens","GASTROPODA","global",3,"VU",2
"7678","2012","CR","Critically Endangered","Diplommatina crassilabris","GASTROPODA","global",3,"CR",4
"7679","1996","DD","Data Deficient","Diplommatina crassilabris","GASTROPODA","global",3,"NA",0
"7680","1994","V","Vulnerable","Diplommatina crassilabris","GASTROPODA","global",3,"VU",2
"7681","1996","DD","Data Deficient","Diplommatina circumstomata","GASTROPODA","global",1,"NA",0
"7682","1996","DD","Data Deficient","Diplommatina lateralis","GASTROPODA","global",1,"NA",0
"7683","2016","DD","Data Deficient","Diplomys caniceps","MAMMALIA","global",3,"NA",0
"7684","2008","DD","Data Deficient","Diplomys caniceps","MAMMALIA","global",3,"NA",0
"7685","1996","LR/nt","Lower Risk/near threatened","Diplomys caniceps","MAMMALIA","global",3,"LC",0
"7686","2016","LC","Least Concern","Diplomys labilis","MAMMALIA","global",3,"LC",0
"7687","2008","LC","Least Concern","Diplomys labilis","MAMMALIA","global",3,"LC",0
"7688","1996","LR/lc","Lower Risk/least concern","Diplomys labilis","MAMMALIA","global",3,"LC",0
"7689","2017","CR","Critically Endangered","Santamartamys rufodorsalis","MAMMALIA","global",4,"CR",4
"7690","2011","CR","Critically Endangered","Santamartamys rufodorsalis","MAMMALIA","global",4,"CR",4
"7691","2008","DD","Data Deficient","Santamartamys rufodorsalis","MAMMALIA","global",4,"NA",0
"7692","1996","VU","Vulnerable","Santamartamys rufodorsalis","MAMMALIA","global",4,"VU",2
"7693","2009","DD","Data Deficient","Diplomystes chilensis","ACTINOPTERYGII","global",6,"NA",0
"7694","1996","EN","Endangered","Diplomystes chilensis","ACTINOPTERYGII","global",6,"EN",3
"7695","1994","E","Endangered","Diplomystes chilensis","ACTINOPTERYGII","global",6,"EN",3
"7696","1990","E","Endangered","Diplomystes chilensis","ACTINOPTERYGII","global",6,"EN",3
"7697","1988","E","Endangered","Diplomystes chilensis","ACTINOPTERYGII","global",6,"EN",3
"7698","1986","E","Endangered","Diplomystes chilensis","ACTINOPTERYGII","global",6,"EN",3
"7699","1996","DD","Data Deficient","Diplomystes camposensis","ACTINOPTERYGII","global",2,"NA",0
"7700","1994","E","Endangered","Diplomystes camposensis","ACTINOPTERYGII","global",2,"EN",3
"7701","1996","DD","Data Deficient","Diplomystes nahuelbutensis","ACTINOPTERYGII","global",2,"NA",0
"7702","1994","E","Endangered","Diplomystes nahuelbutensis","ACTINOPTERYGII","global",2,"EN",3
"7703","2016","EN","Endangered","Diplothrix legata","MAMMALIA","global",5,"EN",3
"7704","2008","EN","Endangered","Diplothrix legata","MAMMALIA","global",5,"EN",3
"7705","2000","EN","Endangered","Diplothrix legata","MAMMALIA","global",5,"EN",3
"7706","1996","LR/nt","Lower Risk/near threatened","Diplothrix legata","MAMMALIA","global",5,"LC",0
"7707","1994","V","Vulnerable","Diplothrix legata","MAMMALIA","global",5,"VU",2
"7708","1996","DD","Data Deficient","Dipnelix pertricosa","GASTROPODA","global",2,"NA",0
"7709","1994","R","Rare","Dipnelix pertricosa","GASTROPODA","global",2,"NT",1
"7710","2018","VU","Vulnerable","Dipodomys elator","MAMMALIA","global",8,"VU",2
"7711","2008","VU","Vulnerable","Dipodomys elator","MAMMALIA","global",8,"VU",2
"7712","1996","VU","Vulnerable","Dipodomys elator","MAMMALIA","global",8,"VU",2
"7713","1994","R","Rare","Dipodomys elator","MAMMALIA","global",8,"NT",1
"7714","1990","R","Rare","Dipodomys elator","MAMMALIA","global",8,"NT",1
"7715","1988","R","Rare","Dipodomys elator","MAMMALIA","global",8,"NT",1
"7716","1986","R","Rare","Dipodomys elator","MAMMALIA","global",8,"NT",1
"7717","1982","R","Rare","Dipodomys elator","MAMMALIA","global",8,"NT",1
"7718","2018","CR","Critically Endangered","Dipodomys gravipes","MAMMALIA","global",6,"CR",4
"7719","2008","CR","Critically Endangered","Dipodomys gravipes","MAMMALIA","global",6,"CR",4
"7720","1996","EN","Endangered","Dipodomys gravipes","MAMMALIA","global",6,"EN",3
"7721","1994","E","Endangered","Dipodomys gravipes","MAMMALIA","global",6,"EN",3
"7722","1990","E","Endangered","Dipodomys gravipes","MAMMALIA","global",6,"EN",3
"7723","1988","E","Endangered","Dipodomys gravipes","MAMMALIA","global",6,"EN",3
"7724","2018","EN","Endangered","Dipodomys ingens","MAMMALIA","global",7,"EN",3
"7725","2008","EN","Endangered","Dipodomys ingens","MAMMALIA","global",7,"EN",3
"7726","2000","CR","Critically Endangered","Dipodomys ingens","MAMMALIA","global",7,"CR",4
"7727","1996","CR","Critically Endangered","Dipodomys ingens","MAMMALIA","global",7,"CR",4
"7728","1994","I","Indeterminate","Dipodomys ingens","MAMMALIA","global",7,"NA",0
"7729","1990","I","Indeterminate","Dipodomys ingens","MAMMALIA","global",7,"NA",0
"7730","1988","I","Indeterminate","Dipodomys ingens","MAMMALIA","global",7,"NA",0
"7731","2018","VU","Vulnerable","Dipodomys stephensi","MAMMALIA","global",6,"VU",2
"7732","2008","EN","Endangered","Dipodomys stephensi","MAMMALIA","global",6,"EN",3
"7733","1996","LR/cd","Lower Risk/conservation dependent","Dipodomys stephensi","MAMMALIA","global",6,"LC",0
"7734","1994","E","Endangered","Dipodomys stephensi","MAMMALIA","global",6,"EN",3
"7735","1990","E","Endangered","Dipodomys stephensi","MAMMALIA","global",6,"EN",3
"7736","1988","I","Indeterminate","Dipodomys stephensi","MAMMALIA","global",6,"NA",0
"7737","2018","VU","Vulnerable","Dipodomys nitratoides","MAMMALIA","global",3,"VU",2
"7738","2008","VU","Vulnerable","Dipodomys nitratoides","MAMMALIA","global",3,"VU",2
"7739","1996","LR/nt","Lower Risk/near threatened","Dipodomys nitratoides","MAMMALIA","global",3,"LC",0
"7740","2016","LC","Least Concern","Dipodomys agilis","MAMMALIA","global",3,"LC",0
"7741","2008","LC","Least Concern","Dipodomys agilis","MAMMALIA","global",3,"LC",0
"7742","1996","LR/lc","Lower Risk/least concern","Dipodomys agilis","MAMMALIA","global",3,"LC",0
"7743","2016","LC","Least Concern","Dipodomys compactus","MAMMALIA","global",3,"LC",0
"7744","2008","LC","Least Concern","Dipodomys compactus","MAMMALIA","global",3,"LC",0
"7745","1996","LR/lc","Lower Risk/least concern","Dipodomys compactus","MAMMALIA","global",3,"LC",0
"7746","2016","LC","Least Concern","Dipodomys deserti","MAMMALIA","global",3,"LC",0
"7747","2008","LC","Least Concern","Dipodomys deserti","MAMMALIA","global",3,"LC",0
"7748","1996","LR/lc","Lower Risk/least concern","Dipodomys deserti","MAMMALIA","global",3,"LC",0
"7749","2016","LC","Least Concern","Dipodomys nelsoni","MAMMALIA","global",3,"LC",0
"7750","2008","LC","Least Concern","Dipodomys nelsoni","MAMMALIA","global",3,"LC",0
"7751","1996","LR/lc","Lower Risk/least concern","Dipodomys nelsoni","MAMMALIA","global",3,"LC",0
"7752","2016","LC","Least Concern","Dipodomys ordii","MAMMALIA","global",3,"LC",0
"7753","2008","LC","Least Concern","Dipodomys ordii","MAMMALIA","global",3,"LC",0
"7754","1996","LR/lc","Lower Risk/least concern","Dipodomys ordii","MAMMALIA","global",3,"LC",0
"7755","2008","NT","Near Threatened","Dipodomys spectabilis","MAMMALIA","global",2,"NT",1
"7756","1996","LR/lc","Lower Risk/least concern","Dipodomys spectabilis","MAMMALIA","global",2,"LC",0
"7757","2007",NA,"Not Applicable","Dipus sagitta","MAMMALIA","europe",4,"NA",0
"7758","2016","LC","Least Concern","Dipus sagitta","MAMMALIA","global",4,"LC",0
"7759","2008","LC","Least Concern","Dipus sagitta","MAMMALIA","global",4,"LC",0
"7760","1996","LR/lc","Lower Risk/least concern","Dipus sagitta","MAMMALIA","global",4,"LC",0
"7761","2012","DD","Data Deficient","Discherodontus halei","ACTINOPTERYGII","global",5,"NA",0
"7762","1996","LR/lc","Lower Risk/least concern","Discherodontus halei","ACTINOPTERYGII","global",5,"LC",0
"7763","1994","I","Indeterminate","Discherodontus halei","ACTINOPTERYGII","global",5,"NA",0
"7764","1990","I","Indeterminate","Discherodontus halei","ACTINOPTERYGII","global",5,"NA",0
"7765","1988","I","Indeterminate","Discherodontus halei","ACTINOPTERYGII","global",5,"NA",0
"7766","2007","LC","Least Concern","Discocharopa mimosa","GASTROPODA","global",3,"LC",0
"7767","1996","DD","Data Deficient","Discocharopa mimosa","GASTROPODA","global",3,"NA",0
"7768","1994","E","Endangered","Discocharopa mimosa","GASTROPODA","global",3,"EN",3
"7769","2009","NT","Near Threatened","Discoglossus jeanneae","AMPHIBIA","global",5,"NT",1
"7770","2006","NT","Near Threatened","Discoglossus jeanneae","AMPHIBIA","global",5,"NT",1
"7771","2004","LC","Least Concern","Discoglossus jeanneae","AMPHIBIA","global",5,"LC",0
"7772","1994","R","Rare","Discoglossus jeanneae","AMPHIBIA","global",5,"NT",1
"7773","1990","R","Rare","Discoglossus jeanneae","AMPHIBIA","global",5,"NT",1
"7774","2009","NT","Near Threatened","Discoglossus montalentii","AMPHIBIA","global",6,"NT",1
"7775","2006","NT","Near Threatened","Discoglossus montalentii","AMPHIBIA","global",6,"NT",1
"7776","2004","VU","Vulnerable","Discoglossus montalentii","AMPHIBIA","global",6,"VU",2
"7777","1996","VU","Vulnerable","Discoglossus montalentii","AMPHIBIA","global",6,"VU",2
"7778","1994","R","Rare","Discoglossus montalentii","AMPHIBIA","global",6,"NT",1
"7779","1990","R","Rare","Discoglossus montalentii","AMPHIBIA","global",6,"NT",1
"7780","2012","CR","Critically Endangered","Latonia nigriventer","AMPHIBIA","global",7,"CR",4
"7781","2004","EX","Extinct","Latonia nigriventer","AMPHIBIA","global",7,"EX",5
"7782","1996","EX","Extinct","Latonia nigriventer","AMPHIBIA","global",7,"EX",5
"7783","1994","Ex?","Extinct?","Latonia nigriventer","AMPHIBIA","global",7,"EX",5
"7784","1990","Ex?","Extinct?","Latonia nigriventer","AMPHIBIA","global",7,"EX",5
"7785","1988","Ex?","Extinct?","Latonia nigriventer","AMPHIBIA","global",7,"EX",5
"7786","1986","E","Endangered","Latonia nigriventer","AMPHIBIA","global",7,"EN",3
"7787","1996","EN","Endangered","Disconaias salinasensis","BIVALVIA","global",2,"EN",3
"7788","1994","I","Indeterminate","Disconaias salinasensis","BIVALVIA","global",2,"NA",0
"7789","2011","VU","Vulnerable","Hystricella leacockiana","GASTROPODA","global",7,"VU",2
"7790","1996","VU","Vulnerable","Hystricella leacockiana","GASTROPODA","global",7,"VU",2
"7791","1994","R","Rare","Hystricella leacockiana","GASTROPODA","global",7,"NT",1
"7792","1990","V","Vulnerable","Hystricella leacockiana","GASTROPODA","global",7,"VU",2
"7793","1988","V","Vulnerable","Hystricella leacockiana","GASTROPODA","global",7,"VU",2
"7794","1986","V","Vulnerable","Hystricella leacockiana","GASTROPODA","global",7,"VU",2
"7795","1983","V","Vulnerable","Hystricella leacockiana","GASTROPODA","global",7,"VU",2
"7796","2011","CR","Critically Endangered","Discula tabellata","GASTROPODA","global",7,"CR",4
"7797","1996","EN","Endangered","Discula tabellata","GASTROPODA","global",7,"EN",3
"7798","1994","V","Vulnerable","Discula tabellata","GASTROPODA","global",7,"VU",2
"7799","1990","V","Vulnerable","Discula tabellata","GASTROPODA","global",7,"VU",2
"7800","1988","V","Vulnerable","Discula tabellata","GASTROPODA","global",7,"VU",2
"7801","1986","V","Vulnerable","Discula tabellata","GASTROPODA","global",7,"VU",2
"7802","1983","V","Vulnerable","Discula tabellata","GASTROPODA","global",7,"VU",2
"7803","2011","CR","Critically Endangered","Discula testudinalis","GASTROPODA","global",7,"CR",4
"7804","1996","CR","Critically Endangered","Discula testudinalis","GASTROPODA","global",7,"CR",4
"7805","1994","E","Endangered","Discula testudinalis","GASTROPODA","global",7,"EN",3
"7806","1990","V","Vulnerable","Discula testudinalis","GASTROPODA","global",7,"VU",2
"7807","1988","V","Vulnerable","Discula testudinalis","GASTROPODA","global",7,"VU",2
"7808","1986","V","Vulnerable","Discula testudinalis","GASTROPODA","global",7,"VU",2
"7809","1983","V","Vulnerable","Discula testudinalis","GASTROPODA","global",7,"VU",2
"7810","2011","VU","Vulnerable","Hystricella turricula","GASTROPODA","global",7,"VU",2
"7811","1996","VU","Vulnerable","Hystricella turricula","GASTROPODA","global",7,"VU",2
"7812","1994","V","Vulnerable","Hystricella turricula","GASTROPODA","global",7,"VU",2
"7813","1990","V","Vulnerable","Hystricella turricula","GASTROPODA","global",7,"VU",2
"7814","1988","V","Vulnerable","Hystricella turricula","GASTROPODA","global",7,"VU",2
"7815","1986","V","Vulnerable","Hystricella turricula","GASTROPODA","global",7,"VU",2
"7816","1983","V","Vulnerable","Hystricella turricula","GASTROPODA","global",7,"VU",2
"7817","2011","NT","Near Threatened","Hystricella bicarinata","GASTROPODA","global",3,"NT",1
"7818","1996","VU","Vulnerable","Hystricella bicarinata","GASTROPODA","global",3,"VU",2
"7819","1994","R","Rare","Hystricella bicarinata","GASTROPODA","global",3,"NT",1
"7820","2011","CR","Critically Endangered","Discula bulverii","GASTROPODA","global",3,"CR",4
"7821","1996","EN","Endangered","Discula bulverii","GASTROPODA","global",3,"EN",3
"7822","1994","V","Vulnerable","Discula bulverii","GASTROPODA","global",3,"VU",2
