"","year","code","category","Species","Class","Region","count","code_mod","risk"
"19811","2016","LC","Least Concern","Oxymycterus hispidus","MAMMALIA","global",3,"LC",0
"19812","2008","LC","Least Concern","Oxymycterus hispidus","MAMMALIA","global",3,"LC",0
"19813","1996","LR/lc","Lower Risk/least concern","Oxymycterus hispidus","MAMMALIA","global",3,"LC",0
"19814","2008","EN","Endangered","Oxymycterus hucucha","MAMMALIA","global",2,"EN",3
"19815","1996","VU","Vulnerable","Oxymycterus hucucha","MAMMALIA","global",2,"VU",2
"19816","2016","LC","Least Concern","Brucepattersonius iheringi","MAMMALIA","global",3,"LC",0
"19817","2008","LC","Least Concern","Brucepattersonius iheringi","MAMMALIA","global",3,"LC",0
"19818","1996","LR/lc","Lower Risk/least concern","Brucepattersonius iheringi","MAMMALIA","global",3,"LC",0
"19819","2016","LC","Least Concern","Oxymycterus inca","MAMMALIA","global",3,"LC",0
"19820","2008","LC","Least Concern","Oxymycterus inca","MAMMALIA","global",3,"LC",0
"19821","1996","LR/lc","Lower Risk/least concern","Oxymycterus inca","MAMMALIA","global",3,"LC",0
"19822","2016","LC","Least Concern","Oxymycterus nasutus","MAMMALIA","global",3,"LC",0
"19823","2008","LC","Least Concern","Oxymycterus nasutus","MAMMALIA","global",3,"LC",0
"19824","1996","LR/lc","Lower Risk/least concern","Oxymycterus nasutus","MAMMALIA","global",3,"LC",0
"19825","2016","LC","Least Concern","Oxymycterus roberti","MAMMALIA","global",3,"LC",0
"19826","2008","LC","Least Concern","Oxymycterus roberti","MAMMALIA","global",3,"LC",0
"19827","1996","LR/lc","Lower Risk/least concern","Oxymycterus roberti","MAMMALIA","global",3,"LC",0
"19828","2016","LC","Least Concern","Oxymycterus rufus","MAMMALIA","global",3,"LC",0
"19829","2008","LC","Least Concern","Oxymycterus rufus","MAMMALIA","global",3,"LC",0
"19830","1996","LR/lc","Lower Risk/least concern","Oxymycterus rufus","MAMMALIA","global",3,"LC",0
"19831","2016","LC","Least Concern","Oxymycterus hiska","MAMMALIA","global",3,"LC",0
"19832","2008","LC","Least Concern","Oxymycterus hiska","MAMMALIA","global",3,"LC",0
"19833","1996","VU","Vulnerable","Oxymycterus hiska","MAMMALIA","global",3,"VU",2
"19834","2016","NT","Near Threatened","Ozotoceros bezoarticus","MAMMALIA","global",6,"NT",1
"19835","2008","NT","Near Threatened","Ozotoceros bezoarticus","MAMMALIA","global",6,"NT",1
"19836","2002","NT","Near Threatened","Ozotoceros bezoarticus","MAMMALIA","global",6,"NT",1
"19837","1996","LR/nt","Lower Risk/near threatened","Ozotoceros bezoarticus","MAMMALIA","global",6,"LC",0
"19838","1994","K","Insufficiently Known","Ozotoceros bezoarticus","MAMMALIA","global",6,"NA",0
"19839","1965",NA,"""Status inadequately known-survey required or data sought""","Ozotoceros bezoarticus","MAMMALIA","global",6,"NA",0
"19840","2011","LC","Least Concern","Pachychilon pictum","ACTINOPTERYGII","global",3,"LC",0
"19841","2006","LC","Least Concern","Pachychilon pictum","ACTINOPTERYGII","global",3,"LC",0
"19842","1996","LR/nt","Lower Risk/near threatened","Pachychilon pictum","ACTINOPTERYGII","global",3,"LC",0
"19843","2016","EN","Endangered","Pachypanchax omalonota","ACTINOPTERYGII","global",5,"EN",3
"19844","2016","LC","Least Concern","Pachypanchax omalonota","ACTINOPTERYGII","global",5,"LC",0
"19845","2004","LC","Least Concern","Pachypanchax omalonota","ACTINOPTERYGII","global",5,"LC",0
"19846","1996","LR/lc","Lower Risk/least concern","Pachypanchax omalonota","ACTINOPTERYGII","global",5,"LC",0
"19847","1994","K","Insufficiently Known","Pachypanchax omalonota","ACTINOPTERYGII","global",5,"NA",0
"19848","2016","EN","Endangered","Pachypanchax sakaramyi","ACTINOPTERYGII","global",4,"EN",3
"19849","2004","CR","Critically Endangered","Pachypanchax sakaramyi","ACTINOPTERYGII","global",4,"CR",4
"19850","1996","VU","Vulnerable","Pachypanchax sakaramyi","ACTINOPTERYGII","global",4,"VU",2
"19851","1994","K","Insufficiently Known","Pachypanchax sakaramyi","ACTINOPTERYGII","global",4,"NA",0
"19852","1996","VU","Vulnerable","Pachysaga munggai","INSECTA","global",2,"VU",2
"19853","1994","R","Rare","Pachysaga munggai","INSECTA","global",2,"NT",1
"19854","1996","CR","Critically Endangered","Pachysaga strobila","INSECTA","global",2,"CR",4
"19855","1994","R","Rare","Pachysaga strobila","INSECTA","global",2,"NT",1
"19856","1996","EX","Extinct","Pachystyla rufozonata","GASTROPODA","global",2,"EX",5
"19857","1994","Ex","Extinct","Pachystyla rufozonata","GASTROPODA","global",2,"EX",5
"19858","2010","LC","Least Concern","Pachyuromys duprasi","MAMMALIA","mediterranean",5,"LC",0
"19859","2016","LC","Least Concern","Pachyuromys duprasi","MAMMALIA","global",5,"LC",0
"19860","2008","LC","Least Concern","Pachyuromys duprasi","MAMMALIA","global",5,"LC",0
"19861","2004","LC","Least Concern","Pachyuromys duprasi","MAMMALIA","global",5,"LC",0
"19862","1996","LR/lc","Lower Risk/least concern","Pachyuromys duprasi","MAMMALIA","global",5,"LC",0
"19863","2010","CR","Critically Endangered","Pacifastacus fortis","MALACOSTRACA","global",7,"CR",4
"19864","1996","CR","Critically Endangered","Pacifastacus fortis","MALACOSTRACA","global",7,"CR",4
"19865","1994","E","Endangered","Pacifastacus fortis","MALACOSTRACA","global",7,"EN",3
"19866","1990","V","Vulnerable","Pacifastacus fortis","MALACOSTRACA","global",7,"VU",2
"19867","1988","V","Vulnerable","Pacifastacus fortis","MALACOSTRACA","global",7,"VU",2
"19868","1986","V","Vulnerable","Pacifastacus fortis","MALACOSTRACA","global",7,"VU",2
"19869","1983","V","Vulnerable","Pacifastacus fortis","MALACOSTRACA","global",7,"VU",2
"19870","2010","EX","Extinct","Pacifastacus nigrescens","MALACOSTRACA","global",6,"EX",5
"19871","1996","CR","Critically Endangered","Pacifastacus nigrescens","MALACOSTRACA","global",6,"CR",4
"19872","1994","Ex?","Extinct?","Pacifastacus nigrescens","MALACOSTRACA","global",6,"EX",5
"19873","1990","Ex?","Extinct?","Pacifastacus nigrescens","MALACOSTRACA","global",6,"EX",5
"19874","1988","Ex?","Extinct?","Pacifastacus nigrescens","MALACOSTRACA","global",6,"EX",5
"19875","1986","Ex?","Extinct?","Pacifastacus nigrescens","MALACOSTRACA","global",6,"EX",5
"19876","2006","VU","Vulnerable","Padogobius nigricans","ACTINOPTERYGII","global",4,"VU",2
"19877","1996","VU","Vulnerable","Padogobius nigricans","ACTINOPTERYGII","global",4,"VU",2
"19878","1994","V","Vulnerable","Padogobius nigricans","ACTINOPTERYGII","global",4,"VU",2
"19879","1990","V","Vulnerable","Padogobius nigricans","ACTINOPTERYGII","global",4,"VU",2
"19880","2014","LC","Least Concern","Pagrus pagrus","ACTINOPTERYGII","europe",5,"LC",0
"19881","2011","LC","Least Concern","Pagrus pagrus","ACTINOPTERYGII","mediterranean",5,"LC",0
"19882","2014","LC","Least Concern","Pagrus pagrus","ACTINOPTERYGII","global",5,"LC",0
"19883","1996","EN","Endangered","Pagrus pagrus","ACTINOPTERYGII","global",5,"EN",3
"19884","2015","LC","Least Concern","Pagrus pagrus","ACTINOPTERYGII","gulf_of_mexico",5,"LC",0
"19885","2010","VU","Vulnerable","Palacanthilhiopsis vervierii","GASTROPODA","global",4,"VU",2
"19886","1996","VU","Vulnerable","Palacanthilhiopsis vervierii","GASTROPODA","global",4,"VU",2
"19887","1994","I","Indeterminate","Palacanthilhiopsis vervierii","GASTROPODA","global",4,"NA",0
"19888","1990","I","Indeterminate","Palacanthilhiopsis vervierii","GASTROPODA","global",4,"NA",0
"19889","2010","LC","Least Concern","Paladilhia pleurotoma","GASTROPODA","global",4,"LC",0
"19890","1996","VU","Vulnerable","Paladilhia pleurotoma","GASTROPODA","global",4,"VU",2
"19891","1994","I","Indeterminate","Paladilhia pleurotoma","GASTROPODA","global",4,"NA",0
"19892","1990","I","Indeterminate","Paladilhia pleurotoma","GASTROPODA","global",4,"NA",0
"19893","1996","LR/nt","Lower Risk/near threatened","Paladilhia hungarica","GASTROPODA","global",2,"LC",0
"19894","1994","R","Rare","Paladilhia hungarica","GASTROPODA","global",2,"NT",1
"19895","2006","EN","Endangered","Palaemnema chiriquita","INSECTA","global",4,"EN",3
"19896","1996","EN","Endangered","Palaemnema chiriquita","INSECTA","global",4,"EN",3
"19897","1994","I","Indeterminate","Palaemnema chiriquita","INSECTA","global",4,"NA",0
"19898","1990","I","Indeterminate","Palaemnema chiriquita","INSECTA","global",4,"NA",0
"19899","2009","LC","Least Concern","Palaemnema gigantula","INSECTA","global",5,"LC",0
"19900","2006","EN","Endangered","Palaemnema gigantula","INSECTA","global",5,"EN",3
"19901","1996","EN","Endangered","Palaemnema gigantula","INSECTA","global",5,"EN",3
"19902","1994","I","Indeterminate","Palaemnema gigantula","INSECTA","global",5,"NA",0
"19903","1990","I","Indeterminate","Palaemnema gigantula","INSECTA","global",5,"NA",0
"19904","2006","EN","Endangered","Palaemnema melanota","INSECTA","global",4,"EN",3
"19905","1996","EN","Endangered","Palaemnema melanota","INSECTA","global",4,"EN",3
"19906","1994","I","Indeterminate","Palaemnema melanota","INSECTA","global",4,"NA",0
"19907","1990","I","Indeterminate","Palaemnema melanota","INSECTA","global",4,"NA",0
"19908","2006","LC","Least Concern","Palaemnema paulicoba","INSECTA","global",4,"LC",0
"19909","1996","EN","Endangered","Palaemnema paulicoba","INSECTA","global",4,"EN",3
"19910","1994","I","Indeterminate","Palaemnema paulicoba","INSECTA","global",4,"NA",0
"19911","1990","I","Indeterminate","Palaemnema paulicoba","INSECTA","global",4,"NA",0
"19912","2006","EN","Endangered","Palaemnema reventazoni","INSECTA","global",4,"EN",3
"19913","1996","EN","Endangered","Palaemnema reventazoni","INSECTA","global",4,"EN",3
"19914","1994","I","Indeterminate","Palaemnema reventazoni","INSECTA","global",4,"NA",0
"19915","1990","I","Indeterminate","Palaemnema reventazoni","INSECTA","global",4,"NA",0
"19916","2013","EN","Endangered","Palaemonetes antrorum","MALACOSTRACA","global",6,"EN",3
"19917","1996","EN","Endangered","Palaemonetes antrorum","MALACOSTRACA","global",6,"EN",3
"19918","1994","I","Indeterminate","Palaemonetes antrorum","MALACOSTRACA","global",6,"NA",0
"19919","1990","I","Indeterminate","Palaemonetes antrorum","MALACOSTRACA","global",6,"NA",0
"19920","1988","I","Indeterminate","Palaemonetes antrorum","MALACOSTRACA","global",6,"NA",0
"19921","1986","I","Indeterminate","Palaemonetes antrorum","MALACOSTRACA","global",6,"NA",0
"19922","2013","CR","Critically Endangered","Palaemonetes cummingi","MALACOSTRACA","global",6,"CR",4
"19923","1996","VU","Vulnerable","Palaemonetes cummingi","MALACOSTRACA","global",6,"VU",2
"19924","1994","V","Vulnerable","Palaemonetes cummingi","MALACOSTRACA","global",6,"VU",2
"19925","1990","V","Vulnerable","Palaemonetes cummingi","MALACOSTRACA","global",6,"VU",2
"19926","1988","V","Vulnerable","Palaemonetes cummingi","MALACOSTRACA","global",6,"VU",2
"19927","1986","V","Vulnerable","Palaemonetes cummingi","MALACOSTRACA","global",6,"VU",2
"19928","2013","EN","Endangered","Palaemonias alabamae","MALACOSTRACA","global",6,"EN",3
"19929","1996","EN","Endangered","Palaemonias alabamae","MALACOSTRACA","global",6,"EN",3
"19930","1994","E","Endangered","Palaemonias alabamae","MALACOSTRACA","global",6,"EN",3
"19931","1990","I","Indeterminate","Palaemonias alabamae","MALACOSTRACA","global",6,"NA",0
"19932","1988","I","Indeterminate","Palaemonias alabamae","MALACOSTRACA","global",6,"NA",0
"19933","1986","I","Indeterminate","Palaemonias alabamae","MALACOSTRACA","global",6,"NA",0
"19934","2013","VU","Vulnerable","Palaemonias ganteri","MALACOSTRACA","global",3,"VU",2
"19935","1996","EN","Endangered","Palaemonias ganteri","MALACOSTRACA","global",3,"EN",3
"19936","1994","E","Endangered","Palaemonias ganteri","MALACOSTRACA","global",3,"EN",3
"19937","2012","CR","Critically Endangered","Palaina albata","GASTROPODA","global",3,"CR",4
"19938","1996","DD","Data Deficient","Palaina albata","GASTROPODA","global",3,"NA",0
"19939","1994","V","Vulnerable","Palaina albata","GASTROPODA","global",3,"VU",2
"19940","2012","NT","Near Threatened","Palaina dimorpha","GASTROPODA","global",3,"NT",1
"19941","1996","DD","Data Deficient","Palaina dimorpha","GASTROPODA","global",3,"NA",0
"19942","1994","V","Vulnerable","Palaina dimorpha","GASTROPODA","global",3,"VU",2
"19943","1996","DD","Data Deficient","Palaina dohrni","GASTROPODA","global",2,"NA",0
"19944","1994","V","Vulnerable","Palaina dohrni","GASTROPODA","global",2,"VU",2
"19945","1996","DD","Data Deficient","Palaina doliolum","GASTROPODA","global",2,"NA",0
"19946","1994","V","Vulnerable","Palaina doliolum","GASTROPODA","global",2,"VU",2
"19947","1996","DD","Data Deficient","Palaina kubaryi","GASTROPODA","global",2,"NA",0
"19948","1994","V","Vulnerable","Palaina kubaryi","GASTROPODA","global",2,"VU",2
"19949","2012","CR","Critically Endangered","Palaina moussoni","GASTROPODA","global",3,"CR",4
"19950","1996","DD","Data Deficient","Palaina moussoni","GASTROPODA","global",3,"NA",0
"19951","1994","V","Vulnerable","Palaina moussoni","GASTROPODA","global",3,"VU",2
"19952","1996","DD","Data Deficient","Palaina ovatula","GASTROPODA","global",2,"NA",0
"19953","1994","V","Vulnerable","Palaina ovatula","GASTROPODA","global",2,"VU",2
"19954","2012","CR","Critically Endangered","Palaina patula","GASTROPODA","global",3,"CR",4
"19955","1996","DD","Data Deficient","Palaina patula","GASTROPODA","global",3,"NA",0
"19956","1994","V","Vulnerable","Palaina patula","GASTROPODA","global",3,"VU",2
"19957","2012","CR","Critically Endangered","Palaina platycheilus","GASTROPODA","global",3,"CR",4
"19958","1996","DD","Data Deficient","Palaina platycheilus","GASTROPODA","global",3,"NA",0
"19959","1994","V","Vulnerable","Palaina platycheilus","GASTROPODA","global",3,"VU",2
"19960","2012","CR","Critically Endangered","Palaina pupa","GASTROPODA","global",3,"CR",4
"19961","1996","DD","Data Deficient","Palaina pupa","GASTROPODA","global",3,"NA",0
"19962","1994","V","Vulnerable","Palaina pupa","GASTROPODA","global",3,"VU",2
"19963","2012","CR","Critically Endangered","Palaina rubella","GASTROPODA","global",3,"CR",4
"19964","1996","DD","Data Deficient","Palaina rubella","GASTROPODA","global",3,"NA",0
"19965","1994","V","Vulnerable","Palaina rubella","GASTROPODA","global",3,"VU",2
"19966","1996","DD","Data Deficient","Palaina scalarina","GASTROPODA","global",2,"NA",0
"19967","1994","V","Vulnerable","Palaina scalarina","GASTROPODA","global",2,"VU",2
"19968","2012","VU","Vulnerable","Palaina strigata","GASTROPODA","global",3,"VU",2
"19969","1996","DD","Data Deficient","Palaina strigata","GASTROPODA","global",3,"NA",0
"19970","1994","V","Vulnerable","Palaina strigata","GASTROPODA","global",3,"VU",2
"19971","2012","CR","Critically Endangered","Palaina striolata","GASTROPODA","global",3,"CR",4
"19972","1996","DD","Data Deficient","Palaina striolata","GASTROPODA","global",3,"NA",0
"19973","1994","V","Vulnerable","Palaina striolata","GASTROPODA","global",3,"VU",2
"19974","1996","DD","Data Deficient","Palaina taeniolata","GASTROPODA","global",2,"NA",0
"19975","1994","V","Vulnerable","Palaina taeniolata","GASTROPODA","global",2,"VU",2
"19976","2012","EN","Endangered","Palaina wilsoni","GASTROPODA","global",3,"EN",3
"19977","1996","DD","Data Deficient","Palaina wilsoni","GASTROPODA","global",3,"NA",0
"19978","1994","V","Vulnerable","Palaina wilsoni","GASTROPODA","global",3,"VU",2
"19979","1996","DD","Data Deficient","Palaina xiphidium","GASTROPODA","global",2,"NA",0
"19980","1994","V","Vulnerable","Palaina xiphidium","GASTROPODA","global",2,"VU",2
"19981","1996","DD","Data Deficient","Palaua babelthuapi","GASTROPODA","global",2,"NA",0
"19982","1994","V","Vulnerable","Palaua babelthuapi","GASTROPODA","global",2,"VU",2
"19983","1996","DD","Data Deficient","Palaua margaritacea","GASTROPODA","global",2,"NA",0
"19984","1994","V","Vulnerable","Palaua margaritacea","GASTROPODA","global",2,"VU",2
"19985","2012","LC","Least Concern","Palaua minor","GASTROPODA","global",3,"LC",0
"19986","1996","DD","Data Deficient","Palaua minor","GASTROPODA","global",3,"NA",0
"19987","1994","V","Vulnerable","Palaua minor","GASTROPODA","global",3,"VU",2
"19988","1996","DD","Data Deficient","Palaua ngarduaisi","GASTROPODA","global",2,"NA",0
"19989","1994","V","Vulnerable","Palaua ngarduaisi","GASTROPODA","global",2,"VU",2
"19990","1996","DD","Data Deficient","Palaua straminea","GASTROPODA","global",2,"NA",0
"19991","1994","V","Vulnerable","Palaua straminea","GASTROPODA","global",2,"VU",2
"19992","1996","DD","Data Deficient","Palaua wilsoni","GASTROPODA","global",2,"NA",0
"19993","1994","V","Vulnerable","Palaua wilsoni","GASTROPODA","global",2,"VU",2
"19994","2016","LC","Least Concern","Palawanomys furvus","MAMMALIA","global",3,"LC",0
"19995","2008","DD","Data Deficient","Palawanomys furvus","MAMMALIA","global",3,"NA",0
"19996","1996","EN","Endangered","Palawanomys furvus","MAMMALIA","global",3,"EN",3
"19997","2000","EN","Endangered","Palea steindachneri","REPTILIA","global",2,"EN",3
"19998","1996","LR/nt","Lower Risk/near threatened","Palea steindachneri","REPTILIA","global",2,"LC",0
"19999","1996","DD","Data Deficient","Palikirus cosmetus","GASTROPODA","global",2,"NA",0
"20000","1994","V","Vulnerable","Palikirus cosmetus","GASTROPODA","global",2,"VU",2
"20001","1996","DD","Data Deficient","Palikirus ponapicus","GASTROPODA","global",2,"NA",0
"20002","1994","V","Vulnerable","Palikirus ponapicus","GASTROPODA","global",2,"VU",2
"20003","1996","DD","Data Deficient","Palline micramyla","GASTROPODA","global",2,"NA",0
"20004","1994","V","Vulnerable","Palline micramyla","GASTROPODA","global",2,"VU",2
"20005","2012","CR","Critically Endangered","Palline notera","GASTROPODA","global",3,"CR",4
"20006","1996","DD","Data Deficient","Palline notera","GASTROPODA","global",3,"NA",0
"20007","1994","V","Vulnerable","Palline notera","GASTROPODA","global",3,"VU",2
"20008","2010","LC","Least Concern","Palpopleura albifrons","INSECTA","global",7,"LC",0
"20009","2006","DD","Data Deficient","Palpopleura albifrons","INSECTA","global",7,"NA",0
"20010","1996","CR","Critically Endangered","Palpopleura albifrons","INSECTA","global",7,"CR",4
"20011","1994","I","Indeterminate","Palpopleura albifrons","INSECTA","global",7,"NA",0
"20012","1990","I","Indeterminate","Palpopleura albifrons","INSECTA","global",7,"NA",0
"20013","1988","I","Indeterminate","Palpopleura albifrons","INSECTA","global",7,"NA",0
"20014","1986","I","Indeterminate","Palpopleura albifrons","INSECTA","global",7,"NA",0
"20015","1996","DD","Data Deficient","Paludinella semperi","GASTROPODA","global",2,"NA",0
"20016","1994","V","Vulnerable","Paludinella semperi","GASTROPODA","global",2,"VU",2
"20017","1996","DD","Data Deficient","Paludinella conica","GASTROPODA","global",2,"NA",0
